County,Tabulator ID,Batch,# of Ballot Cards,Location,
Grand,101,1,100,Bin 1,
Grand,101,2,100,Bin 1,
Grand,101,3,100,Bin 1,
Grand,101,4,100,Bin 1,
Grand,101,5,100,Bin 1,
Grand,101,6,100,Bin 1,
Grand,101,7,100,Bin 1,
Grand,101,8,100,Bin 1,Had to rescan due to sticky ballot - imprinted on back
Grand,101,9,100,Bin 1,Rescan - scanner needed cleaning - imprinted on back
Grand,101,10,100,Bin 1,
Grand,101,11,100,Bin 1,
Grand,101,12,100,Bin 1,
Grand,101,13,100,Bin 1,
Grand,101,14,100,Bin 1,
Grand,101,15,100,Bin 2,
Grand,101,16,100,Bin 2,
Grand,101,17,100,Bin 2,
Grand,101,18,100,Bin 2,
Grand,101,19,100,Bin 2,
Grand,101,20,100,Bin 2,
Grand,101,21,100,Bin 2,
Grand,101,22,100,Bin 2,
Grand,101,23,100,Bin 2,
Grand,101,24,100,Bin 2,
Grand,101,25,100,Bin 2,
Grand,101,26,100,Bin 2,
Grand,101,27,100,Bin 2,
Grand,101,28,100,Bin 2,
Grand,101,29,100,Bin 3,
Grand,101,30,100,Bin 3,
Grand,101,31,100,Bin 3,
Grand,101,32,100,Bin 3,
Grand,101,33,100,Bin 3,
Grand,101,34,100,Bin 3,
Grand,101,35,100,Bin 3,
Grand,101,36,100,Bin 3,
Grand,101,37,100,Bin 3,
Grand,101,38,100,Bin 3,
Grand,101,39,100,Bin 3,
Grand,101,40,100,Bin 3,
Grand,101,41,100,Bin 3,
Grand,101,42,100,Bin 3,
Grand,101,43,100,Bin 4,
Grand,101,44,100,Bin 4,
Grand,101,45,100,Bin 4,
Grand,101,46,100,Bin 4,
Grand,101,47,100,Bin 4,
Grand,101,48,100,Bin 4,
Grand,101,49,100,Bin 4,
Grand,101,50,100,Bin 4,
Grand,101,51,100,Bin 4,
Grand,101,52,100,Bin 4,
Grand,101,53,100,Bin 4,
Grand,101,54,100,Bin 4,
Grand,101,55,100,Bin 4,
Grand,101,56,100,Bin 4,
Grand,101,57,100,Bin 5,
Grand,101,58,100,Bin 5,
Grand,101,59,100,Bin 5,
Grand,101,60,100,Bin 5,
Grand,101,61,100,Bin 5,
Grand,101,62,100,Bin 5,
Grand,101,63,100,Bin 5,
Grand,101,64,100,Bin 5,
Grand,101,65,100,Bin 5,
Grand,101,66,100,Bin 5,
Grand,101,67,100,Bin 5,
Grand,101,68,100,Bin 5,
Grand,101,69,100,Bin 5,
Grand,101,70,100,Bin 5,
Grand,101,71,100,Bin 6,
Grand,101,72,100,Bin 6,
Grand,101,73,100,Bin 6,
Grand,101,74,100,Bin 6,
Grand,101,75,100,Bin 6,
Grand,101,76,100,Bin 6,
Grand,101,77,100,Bin 6,
Grand,101,78,100,Bin 6,
Grand,101,79,100,Bin 6,
Grand,101,80,15,Bin 6,
Grand,101,81,84,Bin 6,
Grand,101,82,94,Bin 6,
